date,year,month,day,market,category,price,price_filled,fill_method
2011-01-02,2011,1,2,Patna,PREVAILING,NA,486.0,next_price
2011-01-02,2011,1,2,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-02,2011,1,2,Varanasi (CC),PREVAILING,321.0,321.0,observed
2011-01-03,2011,1,3,Ahmedabad,NECC,318.0,318.0,observed
2011-01-03,2011,1,3,Ajmer,NECC,320.0,320.0,observed
2011-01-03,2011,1,3,Asansole,NECC,NA,500.0,next_price
2011-01-03,2011,1,3,Barwala,NECC,312.0,312.0,observed
2011-01-03,2011,1,3,Bengaluru (CC),NECC,280.0,280.0,observed
2011-01-03,2011,1,3,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-03,2011,1,3,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-03,2011,1,3,Chennai (CC),NECC,290.0,290.0,observed
2011-01-03,2011,1,3,Chittoor,NECC,283.0,283.0,observed
2011-01-03,2011,1,3,Delhi (CC),NECC,327.0,327.0,observed
2011-01-03,2011,1,3,E.Godavari,NECC,295.0,295.0,observed
2011-01-03,2011,1,3,Hospet,NECC,270.0,270.0,observed
2011-01-03,2011,1,3,Hyderabad,NECC,290.0,290.0,observed
2011-01-03,2011,1,3,Jabalpur,NECC,NA,550.0,next_price
2011-01-03,2011,1,3,Kolkata (WB),NECC,316.0,316.0,observed
2011-01-03,2011,1,3,Ludhiana,NECC,311.0,311.0,observed
2011-01-03,2011,1,3,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-03,2011,1,3,Mumbai (CC),NECC,315.0,315.0,observed
2011-01-03,2011,1,3,Mysuru,NECC,286.0,286.0,observed
2011-01-03,2011,1,3,Namakkal,NECC,286.0,286.0,observed
2011-01-03,2011,1,3,Pune,NECC,318.0,318.0,observed
2011-01-03,2011,1,3,Raipur,NECC,320.0,320.0,observed
2011-01-03,2011,1,3,Surat,NECC,NA,445.0,next_price
2011-01-03,2011,1,3,Vijayawada,NECC,295.0,295.0,observed
2011-01-03,2011,1,3,Vizag,NECC,298.0,298.0,observed
2011-01-03,2011,1,3,W.Godavari,NECC,295.0,295.0,observed
2011-01-03,2011,1,3,Warangal,NECC,293.0,293.0,observed
2011-01-03,2011,1,3,Allahabad (CC),PREVAILING,317.0,317.0,observed
2011-01-03,2011,1,3,Bhopal,PREVAILING,320.0,320.0,observed
2011-01-03,2011,1,3,Indore (CC),PREVAILING,322.0,322.0,observed
2011-01-03,2011,1,3,Jabalpur,PREVAILING,306.0,306.0,observed
2011-01-03,2011,1,3,Kanpur (CC),PREVAILING,319.0,319.0,observed
2011-01-03,2011,1,3,Luknow (CC),PREVAILING,328.0,328.0,observed
2011-01-03,2011,1,3,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-03,2011,1,3,Nagpur,PREVAILING,300.0,300.0,observed
2011-01-03,2011,1,3,Patna,PREVAILING,NA,486.0,next_price
2011-01-03,2011,1,3,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-03,2011,1,3,Varanasi (CC),PREVAILING,321.0,321.0,observed
2011-01-04,2011,1,4,Ahmedabad,NECC,319.0,319.0,observed
2011-01-04,2011,1,4,Ajmer,NECC,325.0,325.0,observed
2011-01-04,2011,1,4,Asansole,NECC,NA,500.0,next_price
2011-01-04,2011,1,4,Barwala,NECC,316.0,316.0,observed
2011-01-04,2011,1,4,Bengaluru (CC),NECC,280.0,280.0,observed
2011-01-04,2011,1,4,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-04,2011,1,4,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-04,2011,1,4,Chennai (CC),NECC,290.0,290.0,observed
2011-01-04,2011,1,4,Chittoor,NECC,283.0,283.0,observed
2011-01-04,2011,1,4,Delhi (CC),NECC,327.0,327.0,observed
2011-01-04,2011,1,4,E.Godavari,NECC,295.0,295.0,observed
2011-01-04,2011,1,4,Hospet,NECC,275.0,275.0,observed
2011-01-04,2011,1,4,Hyderabad,NECC,291.0,291.0,observed
2011-01-04,2011,1,4,Jabalpur,NECC,NA,550.0,next_price
2011-01-04,2011,1,4,Kolkata (WB),NECC,332.0,332.0,observed
2011-01-04,2011,1,4,Ludhiana,NECC,315.0,315.0,observed
2011-01-04,2011,1,4,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-04,2011,1,4,Mumbai (CC),NECC,316.0,316.0,observed
2011-01-04,2011,1,4,Mysuru,NECC,286.0,286.0,observed
2011-01-04,2011,1,4,Namakkal,NECC,286.0,286.0,observed
2011-01-04,2011,1,4,Pune,NECC,319.0,319.0,observed
2011-01-04,2011,1,4,Raipur,NECC,320.0,320.0,observed
2011-01-04,2011,1,4,Surat,NECC,NA,445.0,next_price
2011-01-04,2011,1,4,Vijayawada,NECC,295.0,295.0,observed
2011-01-04,2011,1,4,Vizag,NECC,298.0,298.0,observed
2011-01-04,2011,1,4,W.Godavari,NECC,295.0,295.0,observed
2011-01-04,2011,1,4,Warangal,NECC,294.0,294.0,observed
2011-01-04,2011,1,4,Allahabad (CC),PREVAILING,317.0,317.0,observed
2011-01-04,2011,1,4,Bhopal,PREVAILING,320.0,320.0,observed
2011-01-04,2011,1,4,Indore (CC),PREVAILING,315.0,315.0,observed
2011-01-04,2011,1,4,Jabalpur,PREVAILING,302.0,302.0,observed
2011-01-04,2011,1,4,Kanpur (CC),PREVAILING,319.0,319.0,observed
2011-01-04,2011,1,4,Luknow (CC),PREVAILING,328.0,328.0,observed
2011-01-04,2011,1,4,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-04,2011,1,4,Nagpur,PREVAILING,300.0,300.0,observed
2011-01-04,2011,1,4,Patna,PREVAILING,NA,486.0,next_price
2011-01-04,2011,1,4,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-04,2011,1,4,Varanasi (CC),PREVAILING,328.0,328.0,observed
2011-01-05,2011,1,5,Ahmedabad,NECC,326.0,326.0,observed
2011-01-05,2011,1,5,Ajmer,NECC,345.0,345.0,observed
2011-01-05,2011,1,5,Asansole,NECC,NA,500.0,next_price
2011-01-05,2011,1,5,Barwala,NECC,327.0,327.0,observed
2011-01-05,2011,1,5,Bengaluru (CC),NECC,280.0,280.0,observed
2011-01-05,2011,1,5,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-05,2011,1,5,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-05,2011,1,5,Chennai (CC),NECC,290.0,290.0,observed
2011-01-05,2011,1,5,Chittoor,NECC,283.0,283.0,observed
2011-01-05,2011,1,5,Delhi (CC),NECC,340.0,340.0,observed
2011-01-05,2011,1,5,E.Godavari,NECC,295.0,295.0,observed
2011-01-05,2011,1,5,Hospet,NECC,278.0,278.0,observed
2011-01-05,2011,1,5,Hyderabad,NECC,293.0,293.0,observed
2011-01-05,2011,1,5,Jabalpur,NECC,NA,550.0,next_price
2011-01-05,2011,1,5,Kolkata (WB),NECC,350.0,350.0,observed
2011-01-05,2011,1,5,Ludhiana,NECC,321.0,321.0,observed
2011-01-05,2011,1,5,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-05,2011,1,5,Mumbai (CC),NECC,318.0,318.0,observed
2011-01-05,2011,1,5,Mysuru,NECC,286.0,286.0,observed
2011-01-05,2011,1,5,Namakkal,NECC,286.0,286.0,observed
2011-01-05,2011,1,5,Pune,NECC,321.0,321.0,observed
2011-01-05,2011,1,5,Raipur,NECC,320.0,320.0,observed
2011-01-05,2011,1,5,Surat,NECC,NA,445.0,next_price
2011-01-05,2011,1,5,Vijayawada,NECC,295.0,295.0,observed
2011-01-05,2011,1,5,Vizag,NECC,298.0,298.0,observed
2011-01-05,2011,1,5,W.Godavari,NECC,295.0,295.0,observed
2011-01-05,2011,1,5,Warangal,NECC,296.0,296.0,observed
2011-01-05,2011,1,5,Allahabad (CC),PREVAILING,321.0,321.0,observed
2011-01-05,2011,1,5,Bhopal,PREVAILING,320.0,320.0,observed
2011-01-05,2011,1,5,Indore (CC),PREVAILING,312.0,312.0,observed
2011-01-05,2011,1,5,Jabalpur,PREVAILING,309.0,309.0,observed
2011-01-05,2011,1,5,Kanpur (CC),PREVAILING,328.0,328.0,observed
2011-01-05,2011,1,5,Luknow (CC),PREVAILING,333.0,333.0,observed
2011-01-05,2011,1,5,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-05,2011,1,5,Nagpur,PREVAILING,306.0,306.0,observed
2011-01-05,2011,1,5,Patna,PREVAILING,NA,486.0,next_price
2011-01-05,2011,1,5,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-05,2011,1,5,Varanasi (CC),PREVAILING,333.0,333.0,observed
2011-01-06,2011,1,6,Ahmedabad,NECC,324.0,324.0,observed
2011-01-06,2011,1,6,Ajmer,NECC,345.0,345.0,observed
2011-01-06,2011,1,6,Asansole,NECC,NA,500.0,next_price
2011-01-06,2011,1,6,Barwala,NECC,335.0,335.0,observed
2011-01-06,2011,1,6,Bengaluru (CC),NECC,285.0,285.0,observed
2011-01-06,2011,1,6,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-06,2011,1,6,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-06,2011,1,6,Chennai (CC),NECC,295.0,295.0,observed
2011-01-06,2011,1,6,Chittoor,NECC,288.0,288.0,observed
2011-01-06,2011,1,6,Delhi (CC),NECC,346.0,346.0,observed
2011-01-06,2011,1,6,E.Godavari,NECC,297.0,297.0,observed
2011-01-06,2011,1,6,Hospet,NECC,287.0,287.0,observed
2011-01-06,2011,1,6,Hyderabad,NECC,297.0,297.0,observed
2011-01-06,2011,1,6,Jabalpur,NECC,NA,550.0,next_price
2011-01-06,2011,1,6,Kolkata (WB),NECC,350.0,350.0,observed
2011-01-06,2011,1,6,Ludhiana,NECC,324.0,324.0,observed
2011-01-06,2011,1,6,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-06,2011,1,6,Mumbai (CC),NECC,322.0,322.0,observed
2011-01-06,2011,1,6,Mysuru,NECC,286.0,286.0,observed
2011-01-06,2011,1,6,Namakkal,NECC,291.0,291.0,observed
2011-01-06,2011,1,6,Pune,NECC,324.0,324.0,observed
2011-01-06,2011,1,6,Raipur,NECC,325.0,325.0,observed
2011-01-06,2011,1,6,Surat,NECC,NA,445.0,next_price
2011-01-06,2011,1,6,Vijayawada,NECC,297.0,297.0,observed
2011-01-06,2011,1,6,Vizag,NECC,301.0,301.0,observed
2011-01-06,2011,1,6,W.Godavari,NECC,297.0,297.0,observed
2011-01-06,2011,1,6,Warangal,NECC,300.0,300.0,observed
2011-01-06,2011,1,6,Allahabad (CC),PREVAILING,333.0,333.0,observed
2011-01-06,2011,1,6,Bhopal,PREVAILING,326.0,326.0,observed
2011-01-06,2011,1,6,Indore (CC),PREVAILING,325.0,325.0,observed
2011-01-06,2011,1,6,Jabalpur,PREVAILING,318.0,318.0,observed
2011-01-06,2011,1,6,Kanpur (CC),PREVAILING,338.0,338.0,observed
2011-01-06,2011,1,6,Luknow (CC),PREVAILING,343.0,343.0,observed
2011-01-06,2011,1,6,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-06,2011,1,6,Nagpur,PREVAILING,310.0,310.0,observed
2011-01-06,2011,1,6,Patna,PREVAILING,NA,486.0,next_price
2011-01-06,2011,1,6,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-06,2011,1,6,Varanasi (CC),PREVAILING,341.0,341.0,observed
2011-01-07,2011,1,7,Ahmedabad,NECC,328.0,328.0,observed
2011-01-07,2011,1,7,Ajmer,NECC,345.0,345.0,observed
2011-01-07,2011,1,7,Asansole,NECC,NA,500.0,next_price
2011-01-07,2011,1,7,Barwala,NECC,330.0,330.0,observed
2011-01-07,2011,1,7,Bengaluru (CC),NECC,293.0,293.0,observed
2011-01-07,2011,1,7,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-07,2011,1,7,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-07,2011,1,7,Chennai (CC),NECC,290.0,290.0,observed
2011-01-07,2011,1,7,Chittoor,NECC,293.0,293.0,observed
2011-01-07,2011,1,7,Delhi (CC),NECC,346.0,346.0,observed
2011-01-07,2011,1,7,E.Godavari,NECC,301.0,301.0,observed
2011-01-07,2011,1,7,Hospet,NECC,293.0,293.0,observed
2011-01-07,2011,1,7,Hyderabad,NECC,301.0,301.0,observed
2011-01-07,2011,1,7,Jabalpur,NECC,NA,550.0,next_price
2011-01-07,2011,1,7,Kolkata (WB),NECC,350.0,350.0,observed
2011-01-07,2011,1,7,Ludhiana,NECC,229.0,229.0,observed
2011-01-07,2011,1,7,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-07,2011,1,7,Mumbai (CC),NECC,326.0,326.0,observed
2011-01-07,2011,1,7,Mysuru,NECC,293.0,293.0,observed
2011-01-07,2011,1,7,Namakkal,NECC,296.0,296.0,observed
2011-01-07,2011,1,7,Pune,NECC,328.0,328.0,observed
2011-01-07,2011,1,7,Raipur,NECC,325.0,325.0,observed
2011-01-07,2011,1,7,Surat,NECC,NA,445.0,next_price
2011-01-07,2011,1,7,Vijayawada,NECC,301.0,301.0,observed
2011-01-07,2011,1,7,Vizag,NECC,305.0,305.0,observed
2011-01-07,2011,1,7,W.Godavari,NECC,301.0,301.0,observed
2011-01-07,2011,1,7,Warangal,NECC,304.0,304.0,observed
2011-01-07,2011,1,7,Allahabad (CC),PREVAILING,338.0,338.0,observed
2011-01-07,2011,1,7,Bhopal,PREVAILING,332.0,332.0,observed
2011-01-07,2011,1,7,Indore (CC),PREVAILING,327.0,327.0,observed
2011-01-07,2011,1,7,Jabalpur,PREVAILING,323.0,323.0,observed
2011-01-07,2011,1,7,Kanpur (CC),PREVAILING,343.0,343.0,observed
2011-01-07,2011,1,7,Luknow (CC),PREVAILING,348.0,348.0,observed
2011-01-07,2011,1,7,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-07,2011,1,7,Nagpur,PREVAILING,315.0,315.0,observed
2011-01-07,2011,1,7,Patna,PREVAILING,NA,486.0,next_price
2011-01-07,2011,1,7,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-07,2011,1,7,Varanasi (CC),PREVAILING,345.0,345.0,observed
2011-01-08,2011,1,8,Ahmedabad,NECC,329.0,329.0,observed
2011-01-08,2011,1,8,Ajmer,NECC,345.0,345.0,observed
2011-01-08,2011,1,8,Asansole,NECC,NA,500.0,next_price
2011-01-08,2011,1,8,Barwala,NECC,325.0,325.0,observed
2011-01-08,2011,1,8,Bengaluru (CC),NECC,293.0,293.0,observed
2011-01-08,2011,1,8,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-08,2011,1,8,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-08,2011,1,8,Chennai (CC),NECC,300.0,300.0,observed
2011-01-08,2011,1,8,Chittoor,NECC,293.0,293.0,observed
2011-01-08,2011,1,8,Delhi (CC),NECC,346.0,346.0,observed
2011-01-08,2011,1,8,E.Godavari,NECC,302.0,302.0,observed
2011-01-08,2011,1,8,Hospet,NECC,293.0,293.0,observed
2011-01-08,2011,1,8,Hyderabad,NECC,302.0,302.0,observed
2011-01-08,2011,1,8,Jabalpur,NECC,NA,550.0,next_price
2011-01-08,2011,1,8,Kolkata (WB),NECC,350.0,350.0,observed
2011-01-08,2011,1,8,Ludhiana,NECC,329.0,329.0,observed
2011-01-08,2011,1,8,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-08,2011,1,8,Mumbai (CC),NECC,327.0,327.0,observed
2011-01-08,2011,1,8,Mysuru,NECC,293.0,293.0,observed
2011-01-08,2011,1,8,Namakkal,NECC,296.0,296.0,observed
2011-01-08,2011,1,8,Pune,NECC,329.0,329.0,observed
2011-01-08,2011,1,8,Raipur,NECC,325.0,325.0,observed
2011-01-08,2011,1,8,Surat,NECC,NA,445.0,next_price
2011-01-08,2011,1,8,Vijayawada,NECC,302.0,302.0,observed
2011-01-08,2011,1,8,Vizag,NECC,305.0,305.0,observed
2011-01-08,2011,1,8,W.Godavari,NECC,302.0,302.0,observed
2011-01-08,2011,1,8,Warangal,NECC,305.0,305.0,observed
2011-01-08,2011,1,8,Allahabad (CC),PREVAILING,338.0,338.0,observed
2011-01-08,2011,1,8,Bhopal,PREVAILING,332.0,332.0,observed
2011-01-08,2011,1,8,Indore (CC),PREVAILING,330.0,330.0,observed
2011-01-08,2011,1,8,Jabalpur,PREVAILING,323.0,323.0,observed
2011-01-08,2011,1,8,Kanpur (CC),PREVAILING,343.0,343.0,observed
2011-01-08,2011,1,8,Luknow (CC),PREVAILING,348.0,348.0,observed
2011-01-08,2011,1,8,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-08,2011,1,8,Nagpur,PREVAILING,315.0,315.0,observed
2011-01-08,2011,1,8,Patna,PREVAILING,NA,486.0,next_price
2011-01-08,2011,1,8,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-08,2011,1,8,Varanasi (CC),PREVAILING,348.0,348.0,observed
2011-01-09,2011,1,9,Ahmedabad,NECC,330.0,330.0,observed
2011-01-09,2011,1,9,Ajmer,NECC,355.0,355.0,observed
2011-01-09,2011,1,9,Asansole,NECC,NA,500.0,next_price
2011-01-09,2011,1,9,Barwala,NECC,335.0,335.0,observed
2011-01-09,2011,1,9,Bengaluru (CC),NECC,295.0,295.0,observed
2011-01-09,2011,1,9,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-09,2011,1,9,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-09,2011,1,9,Chennai (CC),NECC,300.0,300.0,observed
2011-01-09,2011,1,9,Chittoor,NECC,293.0,293.0,observed
2011-01-09,2011,1,9,Delhi (CC),NECC,350.0,350.0,observed
2011-01-09,2011,1,9,E.Godavari,NECC,303.0,303.0,observed
2011-01-09,2011,1,9,Hospet,NECC,290.0,290.0,observed
2011-01-09,2011,1,9,Hyderabad,NECC,303.0,303.0,observed
2011-01-09,2011,1,9,Jabalpur,NECC,NA,550.0,next_price
2011-01-09,2011,1,9,Kolkata (WB),NECC,342.0,342.0,observed
2011-01-09,2011,1,9,Ludhiana,NECC,329.0,329.0,observed
2011-01-09,2011,1,9,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-09,2011,1,9,Mumbai (CC),NECC,328.0,328.0,observed
2011-01-09,2011,1,9,Mysuru,NECC,293.0,293.0,observed
2011-01-09,2011,1,9,Namakkal,NECC,298.0,298.0,observed
2011-01-09,2011,1,9,Pune,NECC,330.0,330.0,observed
2011-01-09,2011,1,9,Raipur,NECC,325.0,325.0,observed
2011-01-09,2011,1,9,Surat,NECC,NA,445.0,next_price
2011-01-09,2011,1,9,Vijayawada,NECC,303.0,303.0,observed
2011-01-09,2011,1,9,Vizag,NECC,305.0,305.0,observed
2011-01-09,2011,1,9,W.Godavari,NECC,303.0,303.0,observed
2011-01-09,2011,1,9,Warangal,NECC,306.0,306.0,observed
2011-01-09,2011,1,9,Allahabad (CC),PREVAILING,345.0,345.0,observed
2011-01-09,2011,1,9,Bhopal,PREVAILING,335.0,335.0,observed
2011-01-09,2011,1,9,Indore (CC),PREVAILING,330.0,330.0,observed
2011-01-09,2011,1,9,Jabalpur,PREVAILING,323.0,323.0,observed
2011-01-09,2011,1,9,Kanpur (CC),PREVAILING,352.0,352.0,observed
2011-01-09,2011,1,9,Luknow (CC),PREVAILING,355.0,355.0,observed
2011-01-09,2011,1,9,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-09,2011,1,9,Nagpur,PREVAILING,315.0,315.0,observed
2011-01-09,2011,1,9,Patna,PREVAILING,NA,486.0,next_price
2011-01-09,2011,1,9,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-09,2011,1,9,Varanasi (CC),PREVAILING,350.0,350.0,observed
2011-01-10,2011,1,10,Ahmedabad,NECC,330.0,330.0,observed
2011-01-10,2011,1,10,Ajmer,NECC,355.0,355.0,observed
2011-01-10,2011,1,10,Asansole,NECC,NA,500.0,next_price
2011-01-10,2011,1,10,Barwala,NECC,340.0,340.0,observed
2011-01-10,2011,1,10,Bengaluru (CC),NECC,295.0,295.0,observed
2011-01-10,2011,1,10,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-10,2011,1,10,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-10,2011,1,10,Chennai (CC),NECC,300.0,300.0,observed
2011-01-10,2011,1,10,Chittoor,NECC,293.0,293.0,observed
2011-01-10,2011,1,10,Delhi (CC),NECC,350.0,350.0,observed
2011-01-10,2011,1,10,E.Godavari,NECC,304.0,304.0,observed
2011-01-10,2011,1,10,Hospet,NECC,290.0,290.0,observed
2011-01-10,2011,1,10,Hyderabad,NECC,304.0,304.0,observed
2011-01-10,2011,1,10,Jabalpur,NECC,NA,550.0,next_price
2011-01-10,2011,1,10,Kolkata (WB),NECC,342.0,342.0,observed
2011-01-10,2011,1,10,Ludhiana,NECC,329.0,329.0,observed
2011-01-10,2011,1,10,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-10,2011,1,10,Mumbai (CC),NECC,328.0,328.0,observed
2011-01-10,2011,1,10,Mysuru,NECC,293.0,293.0,observed
2011-01-10,2011,1,10,Namakkal,NECC,298.0,298.0,observed
2011-01-10,2011,1,10,Pune,NECC,330.0,330.0,observed
2011-01-10,2011,1,10,Raipur,NECC,325.0,325.0,observed
2011-01-10,2011,1,10,Surat,NECC,NA,445.0,next_price
2011-01-10,2011,1,10,Vijayawada,NECC,304.0,304.0,observed
2011-01-10,2011,1,10,Vizag,NECC,307.0,307.0,observed
2011-01-10,2011,1,10,W.Godavari,NECC,304.0,304.0,observed
2011-01-10,2011,1,10,Warangal,NECC,307.0,307.0,observed
2011-01-10,2011,1,10,Allahabad (CC),PREVAILING,350.0,350.0,observed
2011-01-10,2011,1,10,Bhopal,PREVAILING,335.0,335.0,observed
2011-01-10,2011,1,10,Indore (CC),PREVAILING,330.0,330.0,observed
2011-01-10,2011,1,10,Jabalpur,PREVAILING,325.0,325.0,observed
2011-01-10,2011,1,10,Kanpur (CC),PREVAILING,352.0,352.0,observed
2011-01-10,2011,1,10,Luknow (CC),PREVAILING,355.0,355.0,observed
2011-01-10,2011,1,10,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-10,2011,1,10,Nagpur,PREVAILING,315.0,315.0,observed
2011-01-10,2011,1,10,Patna,PREVAILING,NA,486.0,next_price
2011-01-10,2011,1,10,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-10,2011,1,10,Varanasi (CC),PREVAILING,350.0,350.0,observed
2011-01-11,2011,1,11,Ahmedabad,NECC,332.0,332.0,observed
2011-01-11,2011,1,11,Ajmer,NECC,355.0,355.0,observed
2011-01-11,2011,1,11,Asansole,NECC,NA,500.0,next_price
2011-01-11,2011,1,11,Barwala,NECC,342.0,342.0,observed
2011-01-11,2011,1,11,Bengaluru (CC),NECC,300.0,300.0,observed
2011-01-11,2011,1,11,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-11,2011,1,11,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-11,2011,1,11,Chennai (CC),NECC,305.0,305.0,observed
2011-01-11,2011,1,11,Chittoor,NECC,298.0,298.0,observed
2011-01-11,2011,1,11,Delhi (CC),NECC,353.0,353.0,observed
2011-01-11,2011,1,11,E.Godavari,NECC,305.0,305.0,observed
2011-01-11,2011,1,11,Hospet,NECC,295.0,295.0,observed
2011-01-11,2011,1,11,Hyderabad,NECC,306.0,306.0,observed
2011-01-11,2011,1,11,Jabalpur,NECC,NA,550.0,next_price
2011-01-11,2011,1,11,Kolkata (WB),NECC,NA,341.0,linear_interpolation
2011-01-11,2011,1,11,Ludhiana,NECC,337.0,337.0,observed
2011-01-11,2011,1,11,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-11,2011,1,11,Mumbai (CC),NECC,331.0,331.0,observed
2011-01-11,2011,1,11,Mysuru,NECC,301.0,301.0,observed
2011-01-11,2011,1,11,Namakkal,NECC,302.0,302.0,observed
2011-01-11,2011,1,11,Pune,NECC,333.0,333.0,observed
2011-01-11,2011,1,11,Raipur,NECC,325.0,325.0,observed
2011-01-11,2011,1,11,Surat,NECC,NA,445.0,next_price
2011-01-11,2011,1,11,Vijayawada,NECC,305.0,305.0,observed
2011-01-11,2011,1,11,Vizag,NECC,308.0,308.0,observed
2011-01-11,2011,1,11,W.Godavari,NECC,305.0,305.0,observed
2011-01-11,2011,1,11,Warangal,NECC,309.0,309.0,observed
2011-01-11,2011,1,11,Allahabad (CC),PREVAILING,350.0,350.0,observed
2011-01-11,2011,1,11,Bhopal,PREVAILING,335.0,335.0,observed
2011-01-11,2011,1,11,Indore (CC),PREVAILING,330.0,330.0,observed
2011-01-11,2011,1,11,Jabalpur,PREVAILING,328.0,328.0,observed
2011-01-11,2011,1,11,Kanpur (CC),PREVAILING,352.0,352.0,observed
2011-01-11,2011,1,11,Luknow (CC),PREVAILING,357.0,357.0,observed
2011-01-11,2011,1,11,Muzaffurpur (CC),PREVAILING,NA,490.0,next_price
2011-01-11,2011,1,11,Nagpur,PREVAILING,321.0,321.0,observed
2011-01-11,2011,1,11,Patna,PREVAILING,NA,486.0,next_price
2011-01-11,2011,1,11,Ranchi  (CC),PREVAILING,NA,500.0,next_price
2011-01-11,2011,1,11,Varanasi (CC),PREVAILING,352.0,352.0,observed
2011-01-12,2011,1,12,Ahmedabad,NECC,333.0,333.0,observed
2011-01-12,2011,1,12,Ajmer,NECC,345.0,345.0,observed
2011-01-12,2011,1,12,Asansole,NECC,NA,500.0,next_price
2011-01-12,2011,1,12,Barwala,NECC,336.0,336.0,observed
2011-01-12,2011,1,12,Bengaluru (CC),NECC,300.0,300.0,observed
2011-01-12,2011,1,12,Brahmapur (OD),NECC,NA,305.0,next_price
2011-01-12,2011,1,12,Burdwan (CC),NECC,NA,504.0,next_price
2011-01-12,2011,1,12,Chennai (CC),NECC,305.0,305.0,observed
2011-01-12,2011,1,12,Chittoor,NECC,298.0,298.0,observed
2011-01-12,2011,1,12,Delhi (CC),NECC,353.0,353.0,observed
2011-01-12,2011,1,12,E.Godavari,NECC,306.0,306.0,observed
2011-01-12,2011,1,12,Hospet,NECC,295.0,295.0,observed
2011-01-12,2011,1,12,Hyderabad,NECC,307.0,307.0,observed
2011-01-12,2011,1,12,Jabalpur,NECC,NA,550.0,next_price
2011-01-12,2011,1,12,Kolkata (WB),NECC,340.0,340.0,observed
2011-01-12,2011,1,12,Ludhiana,NECC,337.0,337.0,observed
2011-01-12,2011,1,12,Midnapur (KOL),NECC,NA,504.0,next_price
2011-01-12,2011,1,12,Mumbai (CC),NECC,332.0,332.0,observed
2011-01-12,2011,1,12,Mysuru,NECC,301.0,301.0,observed
2011-01-12,2011,1,12,Namakkal,NECC,302.0,302.0,observed
2011-01-12,2011,1,12,Pune,NECC,334.0,334.0,observed
2011-01-12,2011,1,12,Raipur,NECC,325.0,325.0,observed
2011-01-12,2011,1,12,Surat,NECC,NA,445.0,next_price
2011-01-12,2011,1,12,Vijayawada,NECC,306.0,306.0,observed
2011-01-12,2011,1,12,Vizag,NECC,309.0,309.0,observed
2011-01-12,2011,1,12,W.Godavari,NECC,306.0,306.0,observed
2011-01-12,2011,1,12,Warangal,NECC,310.0,310.0,observed
2011-01-12,2011,1,12,Allahabad (CC),PREVAILING,355.0,355.0,observed
2011-01-12,2011,1,12,Bhopal,PREVAILING,338.0,338.0,observed
2011-01-12,2011,1,12,Indore (CC),PREVAILING,332.0,332.0,observed
2011-01-12,2011,1,12,Jabalpur,PREVAILING,329.0,329.0,observed
2011-01-12,2011,1,12,Kanpur (CC),PREVAILING,357.0,357.0,observed
